"","X[[i]]","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.2b7c7b4f.4d4f.40d3.94de.c28b6fa054a6.","installationKey","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","genericName","taxonRank","taxonomicStatus","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","catalogNumber","institutionCode","gbifID","collectionCode","name","publishingCountry","organismQuantity","organismQuantityType","sampleSizeUnit","sampleSizeValue","relativeOrganismQuantity","identificationReferences","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","dynamicProperties","locality","eventRemarks","materialSampleID","occurrenceID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","speciesKey","species","specificEpithet","depth","depthAccuracy","modified","references","created","associatedSequences","higherClassification","taxonID","individualCount","stateProvince","typeStatus","higherGeography","verbatimEventDate","institutionID","georeferenceProtocol","endDayOfYear","verbatimCoordinateSystem","datasetName","type","preparations","recordedBy","startDayOfYear","identifiedBy","continent","waterBody","rightsHolder","municipality","language","verbatimLocality","locationID","ownerInstitutionCode","accessRights","elevation","elevationAccuracy","typifiedName","fieldNumber","acceptedNameUsage","nomenclaturalCode","datasetID","collectionID","parentNameUsage","identificationID"
"32",NA,"2441857465","Methanobacterium Kluyver & van Niel, 1936",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.950+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2014,9,1,"2014-09-01T00:00:00","2020-02-19T10:01:57.950+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00362169_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2441857465",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",622,"DNA sequence reads","DNA sequence reads",1280196,0.000485863102212474,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1280196","MGYA00362169","622","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-09-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484801","MGYA00362169_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362169#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,"2441854619","Methanobacterium Kluyver & van Niel, 1936",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.902+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:57.902+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00362168_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2441854619",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",2423,"DNA sequence reads","DNA sequence reads",2296927,0.00105488768254281,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2296927","MGYA00362168","2423","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484803","MGYA00362168_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362168#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,"2441858171","Methanobacterium Kluyver & van Niel, 1936",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.891+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:57.891+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00362170_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2441858171",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",2714,"DNA sequence reads","DNA sequence reads",1537451,0.00176525951070961,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1537451","MGYA00362170","2714","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from sediment sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484800","MGYA00362170_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362170#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,"2440552219","Methanobacterium Kluyver & van Niel, 1936",-2.25,-54.46,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.578+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.578+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358833_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440552219",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",6,"DNA sequence reads","DNA sequence reads",2731,0.00219699743683632,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2731","MGYA00358833","6","{""geographic location (longitude)"":""-54.46"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-2.25"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988114","MGYA00358833_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358833#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,"2440552921","Methanobacterium Kluyver & van Niel, 1936",-2.25,-54.46,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.629+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.629+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358830_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440552921",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",2,"DNA sequence reads","DNA sequence reads",1287,0.00155400155400155,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1287","MGYA00358830","2","{""geographic location (longitude)"":""-54.46"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-2.25"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988111","MGYA00358830_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358830#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,"2440555392","Methanobacterium Kluyver & van Niel, 1936",-2.25,-54.46,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.673+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.673+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358831_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440555392",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",12,"DNA sequence reads","DNA sequence reads",2190,0.00547945205479452,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2190","MGYA00358831","12","{""geographic location (longitude)"":""-54.46"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-2.25"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988112","MGYA00358831_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358831#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,"2440556992","Methanobacterium Kluyver & van Niel, 1936",-2.29,-54.04,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.586+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.586+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358840_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440556992",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",3,"DNA sequence reads","DNA sequence reads",393,0.00763358778625954,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","393","MGYA00358840","3","{""geographic location (longitude)"":""-54.04"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-2.29"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988131","MGYA00358840_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358840#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"2440558144","Methanobacterium Kluyver & van Niel, 1936",-3.09,-59.54,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.621+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.621+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358853_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440558144",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",4,"DNA sequence reads","DNA sequence reads",510,0.00784313725490196,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","510","MGYA00358853","4","{""geographic location (longitude)"":""-59.54"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-3.09"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988170","MGYA00358853_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358853#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,"2440558195","Methanobacterium Kluyver & van Niel, 1936",-3.09,-59.54,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.584+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.584+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358852_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440558195",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",5,"DNA sequence reads","DNA sequence reads",465,0.010752688172043,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","465","MGYA00358852","5","{""geographic location (longitude)"":""-59.54"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-3.09"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988169","MGYA00358852_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358852#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,"2440559838","Methanobacterium Kluyver & van Niel, 1936",-2.27,-54.05,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.621+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2010,4,1,"2010-04-01T00:00:00","2020-02-19T10:00:58.621+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358847_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440559838",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",4,"DNA sequence reads","DNA sequence reads",3691,0.0010837171498239,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","3691","MGYA00358847","4","{""geographic location (longitude)"":""-54.05"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2010-04-01"",""geographic location (latitude)"":""-2.27"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988152","MGYA00358847_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358847#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,"2440545412","Methanobacterium Kluyver & van Niel, 1936",-2.25,-54.46,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.578+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2009,4,1,"2009-04-01T00:00:00","2020-02-19T10:00:58.578+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358829_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440545412",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",7,"DNA sequence reads","DNA sequence reads",2215,0.00316027088036117,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2215","MGYA00358829","7","{""geographic location (longitude)"":""-54.46"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2009-04-01"",""geographic location (latitude)"":""-2.25"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988107","MGYA00358829_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358829#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,"2440550668","Methanobacterium Kluyver & van Niel, 1936",-2.26,-54.53,"gass84","a06441d0-52e5-45ba-a6d3-396dc38cc47c","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:26.987+0000","2020-02-19T10:00:58.707+0000",18,"none","MATERIAL_SAMPLE",1000091,2,24,293,1192,3801,1000091,1000091,"Methanobacterium Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium","GENUS","ACCEPTED",2009,4,1,"2009-04-01T00:00:00","2020-02-19T10:00:58.707+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanobacteria","BR","none","none","Brazil","MGYA00358832_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium",NA,NA,"2440550668",NA,"Methanobacterium Kluyver & van Niel, 1936","GB",1,"DNA sequence reads","DNA sequence reads",3189,0.000313577924114142,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","3189","MGYA00358832","1","{""geographic location (longitude)"":""-54.53"",""geographic location (country and/or sea,region)"":""Brazil"",""collection date"":""2009-04-01"",""geographic location (latitude)"":""-2.26"",""instrument model"":""454 GS FLX+"",""last update date"":""2016-07-14""}",NA,"This sample has been submitted by pda|04030140 on 2016-07-14; sediment metagenome","https://www.ebi.ac.uk/metagenomics/samples/SRS988113","MGYA00358832_Archaea::Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358832#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
